movie_id,rating_avg,total_uu_cnt,admin,artist,college_grad_student,customer_service,doctor_healthcare,educator,executive_managerial,farmer,homemaker,k_12_student,lawyer,marketing,other,programmer,retired,scientist,self_employed,technician_engineer,tradesman_craftsman,unemployed,writer,age_18_24,age_25_34,age_35_44,age_45_49,age_50_55,age_55_plus,under_18,female,male,action,adventure,animation,childrens,comedy,crime,documentary,drama,fantasy,filmnoir,horror,musical,mystery,romance,scifi,thriller,war,western,classic_mv,new_mv,old_mv,recent_mv
11,3.7938044530493706,1033,42,47,127,16,53,103,125,3,21,17,20,59,132,54,17,20,50,59,10,11,47,183,396,211,90,80,52,21,379,654,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
12,2.3625,160,3,7,28,6,4,10,10,0,2,11,4,8,25,5,3,0,10,8,3,5,8,50,52,22,9,10,7,10,28,132,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
13,3.2626262626262625,99,1,4,16,3,3,3,8,0,1,9,4,2,20,5,0,1,4,10,0,1,4,21,25,31,6,5,0,11,28,71,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
14,3.542483660130719,153,3,10,18,4,6,21,14,0,1,3,5,7,17,9,1,2,10,7,4,1,10,25,65,28,18,8,5,4,28,125,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
15,2.458904109589041,146,6,6,22,2,6,9,14,0,2,6,1,1,28,8,1,3,3,15,3,1,9,27,58,27,14,12,3,5,20,126,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
16,3.7932551319648096,682,24,28,100,15,25,53,77,2,3,9,13,46,90,34,3,22,38,44,11,11,34,144,331,105,38,36,17,11,133,549,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
17,4.027544910179641,835,26,57,97,7,39,111,88,2,29,14,18,36,95,35,19,13,41,37,1,10,60,117,293,186,89,83,51,16,420,415,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
18,3.337579617834395,157,7,11,31,5,4,7,15,0,0,3,3,9,19,8,1,3,5,6,4,3,13,50,81,16,2,3,2,3,27,130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
19,2.480719794344473,389,9,14,80,13,16,25,32,2,3,20,8,18,55,17,5,2,18,21,9,7,15,111,145,56,22,22,12,21,89,300,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
20,2.5375,160,4,5,29,8,3,7,13,0,1,2,1,10,34,8,0,1,9,14,2,3,6,44,70,28,6,6,3,3,15,145,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
21,3.6238938053097347,1356,40,72,161,30,46,103,165,2,17,20,32,77,173,71,17,37,60,118,13,21,81,212,596,270,104,104,44,26,286,1070,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
22,3.3492063492063493,378,13,18,52,8,15,32,42,1,5,4,5,25,58,10,1,6,22,28,6,6,21,80,176,68,22,16,10,6,106,272,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
23,2.857142857142857,126,5,5,25,3,2,5,13,0,1,3,1,3,27,7,0,1,5,11,3,1,5,38,57,18,9,3,0,1,19,107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
24,3.1794871794871793,624,17,28,111,21,25,39,53,3,7,20,3,35,81,41,3,8,30,51,11,11,26,154,240,112,48,30,19,21,138,486,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
25,3.6510204081632653,980,32,62,132,17,53,98,105,2,10,7,22,56,118,45,13,23,47,60,7,15,56,162,441,169,72,86,41,9,299,681,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
26,3.53,100,3,8,26,0,3,13,6,0,0,4,1,2,11,1,1,6,1,3,0,0,11,36,39,11,5,5,2,2,32,68,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
27,2.9344262295081966,61,2,2,14,1,3,4,4,0,0,5,1,4,10,1,1,0,2,2,1,0,4,20,24,8,0,2,1,6,38,23,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
28,4.055865921787709,179,7,8,12,0,8,28,17,0,4,1,8,7,25,7,4,5,11,4,0,1,22,26,58,43,21,22,7,2,113,66,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
29,4.062034739454094,403,12,33,74,8,8,26,19,1,1,5,5,13,56,42,0,10,12,27,3,7,41,103,198,61,16,14,3,8,68,335,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
30,3.6486486486486487,74,1,8,12,3,1,7,4,0,0,0,2,2,10,5,2,4,3,0,1,2,7,7,41,8,3,9,5,1,16,58,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
31,3.1134751773049647,141,4,6,32,3,5,14,10,0,2,3,1,6,20,9,1,1,5,9,1,2,7,44,60,21,4,6,3,3,54,87,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
32,3.945731303772336,1511,37,85,218,22,47,110,141,2,9,34,25,68,196,113,14,49,55,154,19,29,84,304,680,272,103,86,29,37,278,1233,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
33,3.0,4,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,3,0,1,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
34,3.8914905768132497,1751,60,83,224,27,66,167,165,4,33,72,43,73,213,98,25,48,74,132,18,24,102,282,640,380,155,128,77,89,579,1172,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
35,3.3142857142857145,70,2,5,7,0,3,12,7,0,2,0,0,1,15,2,1,1,3,1,0,2,6,5,28,19,8,7,3,0,36,34,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
36,3.9579741379310347,928,26,57,133,16,41,108,92,2,11,5,26,43,117,37,16,24,37,52,8,12,65,163,373,172,84,72,53,11,304,624,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
37,3.5,8,2,0,2,0,0,1,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,3,2,0,1,0,0,3,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
38,2.8214285714285716,28,1,0,9,1,0,2,1,0,1,5,0,1,2,1,0,0,1,1,1,0,1,14,4,3,1,1,0,5,14,14,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
39,3.6233480176211454,1362,43,65,235,24,55,113,122,2,23,55,24,75,172,77,10,26,55,82,8,21,75,332,545,229,92,61,41,62,474,888,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
40,3.933333333333333,30,0,1,5,0,1,7,3,1,0,0,0,0,5,0,1,0,3,1,1,0,1,4,11,4,4,4,3,0,14,16,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
41,3.958677685950413,242,8,17,32,2,11,38,18,1,1,3,2,8,19,11,8,7,9,15,3,4,25,37,94,38,22,27,20,4,60,182,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
42,2.8687782805429864,221,6,14,30,5,8,14,32,0,0,1,4,13,43,10,1,2,9,12,5,3,9,53,105,33,14,8,6,2,36,185,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
43,3.4457831325301207,166,7,11,14,2,13,20,10,0,2,2,2,6,23,8,4,5,3,11,3,4,16,15,58,43,22,17,9,2,72,94,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
44,2.787781350482315,311,10,13,57,10,7,19,32,2,1,14,5,13,45,20,0,7,7,26,6,8,9,105,139,37,11,6,1,12,37,274,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
45,3.4246323529411766,544,18,36,68,7,22,44,50,1,8,6,13,27,85,34,5,12,27,32,4,10,35,85,262,102,39,31,15,10,154,390,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
46,3.108433734939759,166,9,10,21,3,10,27,15,0,4,3,0,7,21,8,2,1,9,3,0,1,12,35,67,28,15,11,6,4,108,58,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
47,4.106420404573439,1137,42,51,201,26,38,78,115,2,11,22,25,61,147,67,3,30,39,84,15,19,61,297,538,159,51,43,20,29,262,875,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
48,2.9764397905759163,382,11,18,69,7,18,33,18,2,11,25,6,17,59,20,2,4,10,21,2,3,26,104,129,70,27,18,5,29,157,225,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
49,3.740740740740741,27,1,3,3,0,1,5,2,0,0,1,0,1,0,0,0,0,2,2,0,1,5,5,11,4,4,1,1,1,13,14,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
50,4.517106001121705,1783,52,75,285,38,62,146,191,5,15,22,44,103,218,122,18,49,75,119,21,26,97,401,782,307,104,105,51,33,413,1370,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
52,3.640371229698376,431,11,40,53,5,13,49,37,1,6,5,12,22,57,14,5,13,24,18,2,8,36,66,196,75,43,26,14,11,131,300,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
53,4.75,8,0,0,2,0,0,3,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,3,2,1,2,0,0,2,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
54,2.5609756097560976,41,0,0,9,0,0,1,2,0,1,15,1,1,4,1,0,0,1,2,0,0,3,14,6,5,1,0,0,15,15,26,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
55,3.066666666666667,45,5,4,4,0,1,8,1,0,0,0,0,2,8,0,1,0,2,1,0,1,7,2,28,4,7,2,2,0,21,24,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
56,2.0,9,0,0,0,0,0,1,1,0,0,2,0,0,1,0,0,0,0,2,0,1,1,2,3,1,0,1,0,2,1,8,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
57,3.404040404040404,99,3,6,12,2,5,14,7,0,1,1,0,3,18,4,2,0,5,6,1,2,7,22,47,13,6,8,2,1,42,57,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
58,4.093812375249501,501,11,32,49,3,23,81,50,0,6,2,9,25,67,27,12,16,20,21,1,5,41,59,181,97,54,68,37,5,199,302,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
59,2.75,8,0,0,2,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,3,2,4,0,1,0,1,0,1,7,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
60,3.212885154061625,357,9,21,40,9,15,24,38,2,8,26,5,11,56,15,4,8,13,24,7,3,19,61,92,88,48,26,13,29,106,251,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
61,3.0,67,2,1,9,2,2,3,7,0,1,1,1,6,16,2,1,0,3,4,1,0,5,19,31,8,3,2,2,2,26,41,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
62,3.6968576709796674,541,19,20,81,13,29,58,56,1,9,12,9,30,65,32,10,9,22,35,1,5,25,119,198,99,50,37,26,12,178,363,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
63,2.855855855855856,111,6,3,31,6,4,2,3,0,1,5,0,6,21,4,1,0,2,6,3,1,6,54,42,7,0,0,2,6,15,96,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
64,2.2658227848101267,79,3,4,12,2,3,8,8,0,1,1,3,5,13,0,0,0,4,3,1,3,5,21,39,11,4,1,2,1,39,40,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
65,2.062937062937063,143,6,3,35,6,5,7,9,0,1,7,2,7,24,3,0,1,6,7,1,5,8,57,52,21,4,1,0,8,30,113,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
66,1.6701030927835052,97,2,4,23,2,3,2,8,2,0,2,1,4,15,5,0,1,6,12,2,0,3,24,44,16,5,5,0,3,8,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1
67,3.25,4,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,1,1,0,1,0,1,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
68,3.45,60,2,4,3,1,2,4,10,1,2,2,2,5,1,4,0,5,1,2,0,2,7,3,24,17,9,4,2,1,25,35,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
69,3.6551724137931036,319,9,14,77,15,8,11,18,1,1,14,2,17,52,23,0,6,10,20,4,3,14,150,129,22,4,0,1,13,69,250,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
70,3.1564551422319473,914,25,42,152,26,25,44,95,2,4,17,13,46,142,57,3,18,34,77,19,22,51,241,419,145,48,28,11,22,140,774,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
71,2.1041666666666665,96,2,1,19,8,0,9,10,0,2,4,0,6,15,4,0,2,4,5,0,2,3,27,44,17,3,1,0,4,9,87,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
72,3.6344086021505375,93,4,6,18,3,2,13,5,1,0,1,0,2,13,5,0,1,2,3,0,5,9,25,45,14,6,3,0,0,30,63,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
73,3.8169642857142856,224,6,14,30,2,8,21,22,0,3,10,5,11,28,10,12,1,9,17,1,2,12,44,73,43,14,20,20,10,79,145,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
74,2.975,120,5,6,26,4,3,11,15,0,2,1,2,6,12,5,1,0,8,4,0,1,8,32,58,15,6,2,4,3,74,46,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
75,1.9166666666666667,12,0,0,2,0,0,0,1,0,0,1,0,1,5,0,0,0,0,1,0,0,1,5,4,1,0,0,0,2,1,11,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
76,2.853932584269663,178,3,6,28,4,6,6,20,1,0,6,2,13,26,14,2,2,11,15,2,1,10,34,73,27,19,11,9,5,20,158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1
77,3.764705882352941,34,1,2,4,1,1,2,1,0,0,0,0,2,7,2,0,1,5,0,1,1,3,3,19,7,1,3,0,1,9,25,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
78,3.26,50,3,1,5,1,1,3,5,0,1,0,1,2,14,0,0,1,6,1,0,1,4,8,24,9,4,3,2,0,7,43,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
79,2.6052631578947367,114,6,2,15,3,4,13,10,0,2,1,1,7,16,5,2,2,11,5,1,2,6,26,40,24,11,7,5,1,37,77,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
80,3.826923076923077,52,1,3,5,0,2,8,7,0,0,0,1,1,9,3,1,2,2,2,0,0,5,4,24,11,1,9,2,1,22,30,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
81,3.1626506024096384,166,4,4,25,2,6,13,16,0,3,1,6,8,30,4,1,5,6,8,2,3,19,37,82,25,9,7,4,2,33,133,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
82,3.8764044943820224,89,3,10,4,0,4,18,6,0,0,0,2,5,11,2,3,3,3,3,0,1,11,7,26,17,13,13,13,0,43,46,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
83,3.696969696969697,33,2,2,5,0,0,5,6,0,0,0,0,0,4,2,1,0,3,1,1,0,1,4,10,5,8,4,2,0,8,25,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
84,3.0952380952380953,21,0,2,1,0,0,8,2,0,0,1,0,1,2,0,1,0,1,0,0,0,2,1,4,5,3,4,3,1,9,12,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
85,3.402061855670103,194,6,22,14,1,7,31,19,0,3,2,3,8,23,14,4,6,4,5,3,4,15,14,72,46,23,25,11,3,85,109,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
86,3.3940677966101696,236,5,7,37,3,13,17,33,3,3,5,5,12,28,9,4,7,12,17,2,3,11,54,95,38,18,13,13,5,54,182,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
87,2.210526315789474,76,0,1,9,1,4,6,6,1,4,8,0,5,16,0,1,0,1,4,1,3,5,17,28,14,6,3,0,8,26,50,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
88,2.9427083333333335,192,5,13,39,4,5,11,11,0,2,8,4,13,33,13,0,2,6,6,3,5,9,83,80,19,0,1,0,9,35,157,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
89,3.074235807860262,229,9,14,39,8,7,9,21,1,3,5,6,13,31,11,1,3,9,16,2,5,16,56,100,41,16,10,2,4,36,193,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
90,3.6666666666666665,6,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,2,0,1,3,1,0,1,0,2,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
92,2.340909090909091,88,1,6,9,1,2,10,10,0,2,0,2,6,13,2,0,1,8,4,1,3,7,17,42,15,8,4,2,0,33,55,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
93,2.235955056179775,89,3,5,16,5,0,4,4,0,2,0,2,3,15,7,0,0,6,6,3,2,6,23,41,17,3,3,1,1,10,79,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
94,3.7252747252747254,182,8,9,32,8,10,17,18,1,1,1,2,12,22,5,0,2,7,6,1,3,17,49,100,22,5,4,1,1,72,110,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
95,2.876175548589342,638,18,26,89,16,20,37,74,1,5,14,13,40,81,40,4,12,35,69,7,9,28,156,263,121,39,33,11,15,98,540,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
96,3.923076923076923,13,0,1,0,0,0,2,1,0,0,0,0,1,3,1,0,0,1,0,0,0,3,1,4,3,2,3,0,0,6,7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
97,3.75,44,1,3,13,1,2,3,3,0,0,2,1,1,3,0,0,2,2,3,0,0,4,12,20,6,3,0,0,3,6,38,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
98,2.0,6,0,0,2,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,4,1,1,0,0,0,0,1,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
99,3.46,50,2,2,4,0,4,5,5,0,1,0,0,2,11,1,1,0,1,3,2,1,5,4,26,8,4,6,1,1,14,36,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
100,3.0625,128,9,7,13,1,4,12,17,0,0,0,3,8,18,5,1,4,9,5,1,1,10,17,69,24,7,7,4,0,21,107,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
101,3.869565217391304,253,7,22,51,6,4,17,12,0,1,4,4,9,45,13,1,7,9,10,1,6,24,74,133,19,9,4,6,8,43,210,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
102,1.8166666666666667,60,2,3,12,2,0,1,4,0,0,6,1,4,7,0,1,0,3,4,3,0,7,15,25,10,2,2,0,6,18,42,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
103,3.212121212121212,33,1,2,4,0,0,2,4,1,0,0,1,2,7,0,1,0,3,1,1,1,2,4,19,4,3,2,1,0,8,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
104,3.526392961876833,682,20,26,138,22,30,48,58,1,9,41,12,30,77,36,0,9,24,41,12,12,36,217,293,75,22,23,6,46,140,542,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
105,3.2325581395348837,387,16,21,34,6,27,53,51,1,9,0,5,27,46,17,7,8,18,17,2,6,16,40,133,94,53,35,29,3,184,203,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
106,3.5833333333333335,12,1,1,1,0,1,2,1,0,0,0,0,0,1,1,0,0,0,1,0,0,2,2,5,4,0,0,0,1,4,8,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
107,3.1484375,256,6,19,37,7,9,20,20,2,4,18,2,9,34,8,2,2,9,19,3,5,21,62,83,45,29,11,5,21,78,178,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
108,2.857142857142857,7,0,1,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,2,0,3,2,1,1,0,0,2,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
110,4.234957020057307,2443,64,96,376,50,97,192,281,5,20,59,46,120,271,170,45,61,100,213,31,30,116,544,932,453,168,191,98,57,546,1897,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
111,4.183870967741935,1240,41,75,156,23,42,111,138,1,9,14,30,65,149,76,22,32,52,79,16,21,88,193,493,269,113,101,49,22,251,989,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
112,3.443859649122807,570,17,30,110,18,20,39,42,3,1,14,7,27,76,39,3,13,19,43,8,13,28,171,261,74,21,19,6,18,70,500,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
113,2.981132075471698,53,2,1,11,0,3,6,5,0,0,2,1,1,8,1,1,0,1,3,1,0,6,8,23,7,6,4,3,2,25,28,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
114,3.090909090909091,11,0,1,2,0,1,1,1,0,0,1,0,0,2,1,0,0,0,0,0,0,1,2,3,2,0,2,1,1,6,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
116,4.097560975609756,41,0,4,4,0,0,8,2,0,0,0,1,0,5,2,2,0,3,2,1,1,6,4,9,10,8,7,3,0,16,25,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
117,3.632911392405063,79,3,5,15,4,0,2,7,0,0,1,1,7,11,4,0,2,4,1,1,2,9,21,31,18,4,2,2,1,17,62,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
118,3.073529411764706,68,6,1,13,2,3,8,6,1,2,0,0,3,9,2,0,0,4,2,1,2,3,16,36,8,5,1,2,0,32,36,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
119,2.4615384615384617,13,0,1,3,1,1,0,2,0,0,0,0,0,2,0,1,0,1,0,0,1,0,3,6,1,2,1,0,0,3,10,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
120,2.6666666666666665,3,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
