user_id,admin,artist,college_grad_student,customer_service,doctor_healthcare,educator,executive_managerial,farmer,homemaker,k_12_student,lawyer,marketing,other,programmer,retired,scientist,self_employed,technician_engineer,tradesman_craftsman,unemployed,writer,age_18_24,age_25_34,age_35_44,age_45_49,age_50_55,age_55_plus,under_18,female,male,action,adventure,animation,childrens,comedy,crime,documentary,drama,fantasy,filmnoir,horror,musical,mystery,romance,scifi,thriller,war,western,classic_mv,new_mv,old_mv,recent_mv
11,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,9,8,1,6,84,7,2,54,2,0,4,3,3,22,4,18,4,1,0,41,11,85
12,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,6,3,0,1,7,6,0,12,0,1,1,1,1,1,1,3,1,0,3,2,11,7
13,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,66,75,2,12,18,8,0,22,14,1,3,2,4,13,37,20,9,3,2,8,24,74
14,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,4,0,0,0,8,3,0,13,0,0,4,0,1,6,2,4,1,0,1,15,3,6
15,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,56,23,2,3,63,32,0,79,7,2,10,4,19,25,18,63,13,3,0,93,8,100
16,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,7,5,4,4,22,1,0,4,0,1,2,1,1,11,5,5,1,2,1,26,3,5
17,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,63,35,10,11,33,22,1,69,9,12,20,2,9,15,116,56,12,2,11,43,49,108
18,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,127,81,42,78,80,33,0,103,33,3,7,22,8,44,44,42,21,9,11,45,50,199
19,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,99,44,30,30,74,15,1,39,8,1,58,17,9,21,54,52,10,2,18,69,63,105
20,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,17,4,0,0,4,5,0,6,0,1,1,0,2,2,9,9,3,0,0,9,2,13
21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,5,5,14,8,7,1,0,1,0,1,1,2,1,1,5,2,2,1,2,8,0,12
22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,105,51,11,19,140,24,1,55,13,2,31,6,11,30,58,88,14,4,3,48,27,219
23,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,99,53,13,22,92,54,5,72,28,9,30,5,15,27,111,99,11,2,6,44,75,179
24,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,28,26,4,4,72,13,1,66,6,1,3,7,1,38,14,5,10,3,4,16,21,95
25,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,45,27,9,8,27,2,1,19,6,1,3,1,1,5,43,16,13,1,0,35,8,42
26,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,67,35,12,31,217,12,0,138,14,1,13,14,13,102,33,48,14,8,0,47,50,303
27,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,7,9,3,6,25,6,0,25,9,14,2,1,4,9,4,8,6,2,17,3,29,21
28,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,19,10,4,6,36,7,0,46,4,6,6,6,5,24,15,22,8,3,12,14,28,53
29,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,90,29,1,0,11,8,0,24,3,2,7,1,1,9,29,34,17,3,4,7,50,47
30,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,4,1,1,1,8,6,2,27,1,1,1,1,2,6,3,7,2,0,0,17,1,25
31,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,16,11,3,6,106,7,1,21,2,0,6,7,3,22,8,5,5,5,22,4,46,47
32,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,7,2,4,3,13,5,0,21,1,1,0,3,1,9,5,22,4,1,0,15,3,30
33,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,70,37,4,18,83,37,3,163,7,11,53,17,17,43,47,88,23,12,40,26,153,172
34,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,17,13,5,9,120,5,0,41,4,0,16,4,3,62,7,18,2,1,2,27,19,116
35,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,19,10,10,11,74,7,0,101,3,2,2,28,11,61,6,18,13,15,15,31,88,64
36,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,123,42,20,17,138,31,10,111,9,5,18,8,12,49,68,91,38,10,3,77,60,211
37,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,9,6,3,4,29,1,0,9,2,0,4,7,1,38,4,4,5,0,4,9,7,33
38,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,7,4,8,14,49,3,1,44,0,0,0,7,1,61,2,11,2,0,0,29,4,67
39,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,12,5,5,4,28,7,0,18,0,1,4,0,3,8,8,12,1,0,0,50,2,10
40,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,49,61,1,10,17,2,0,21,9,1,1,3,1,12,24,10,41,2,15,1,35,45
41,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,7,4,2,3,5,0,0,9,2,0,5,1,2,7,6,6,4,0,0,8,5,12
42,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,125,67,4,11,59,17,1,41,23,1,13,3,5,19,120,56,12,4,7,21,67,136
43,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,3,1,2,1,15,1,0,5,0,0,0,1,0,7,1,4,1,0,0,17,0,7
44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,56,65,18,35,69,8,0,36,25,2,28,16,10,29,46,32,9,2,12,25,51,105
45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,13,18,8,19,235,4,0,85,7,0,5,15,5,150,13,12,7,6,17,50,51,179
46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,3,2,0,0,4,0,1,4,1,0,33,0,3,0,1,9,0,0,0,5,9,27
47,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,3,1,0,1,3,5,0,20,0,0,0,0,0,6,0,3,2,0,0,0,8,14
48,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,191,114,38,87,240,26,3,152,35,4,21,37,23,84,104,92,53,24,24,88,114,372
49,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,64,27,24,19,16,13,1,22,3,2,4,8,3,10,27,29,10,0,1,28,17,62
50,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,8,6,3,3,15,2,0,16,0,0,3,2,2,7,4,8,1,1,1,24,5,13
51,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,0,5,6,26,1,0,13,0,1,3,2,1,7,3,6,0,0,1,24,0,15
52,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,63,14,0,0,19,8,0,21,1,0,5,0,4,8,11,33,7,3,0,21,1,57
53,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,156,87,34,58,165,60,1,294,42,10,87,45,36,97,136,157,36,10,20,105,119,440
54,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,1,1,3,36,2,0,11,1,0,1,1,1,4,2,1,1,4,3,1,27,9
55,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,3,1,3,4,3,3,1,13,0,0,0,0,0,3,1,7,4,1,1,4,1,19
56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,8,0,5,6,27,12,1,32,0,1,0,2,1,8,1,16,9,0,0,21,1,45
57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,18,10,6,7,22,6,0,19,0,0,9,4,1,1,9,11,5,0,0,30,10,24
58,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,165,81,21,32,116,28,2,133,18,5,44,16,18,44,153,84,35,7,18,58,119,242
59,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,18,12,3,7,53,11,1,115,2,9,8,30,11,62,16,21,27,6,42,16,82,73
60,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,23,29,2,8,26,8,0,12,4,2,3,0,21,11,12,19,4,2,0,14,1,55
61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,15,5,1,2,13,2,0,5,1,0,4,0,1,3,6,8,1,0,0,31,0,5
62,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,83,45,7,11,159,42,3,242,11,18,16,20,28,97,53,82,30,13,55,33,145,265
63,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,15,3,5,4,40,5,2,36,0,2,13,0,3,9,11,24,5,0,1,71,6,20
64,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,15,8,1,0,5,0,0,7,0,0,6,1,2,1,5,9,3,0,0,15,2,10
65,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,58,34,5,8,35,9,1,44,3,1,1,5,2,16,19,29,16,0,2,29,21,69
66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,7,6,1,4,11,0,0,11,1,0,1,4,0,1,4,2,7,0,0,8,5,13
67,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,5,3,0,0,13,7,0,54,0,1,2,1,0,10,2,6,9,1,8,1,37,18
68,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,7,3,5,6,53,4,1,21,2,0,3,6,1,14,4,3,2,5,3,17,23,29
69,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,5,3,0,0,10,4,0,63,0,0,0,0,0,14,3,6,7,1,0,13,3,49
70,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,10,4,6,6,22,3,0,17,1,1,5,2,2,4,6,12,2,0,0,45,2,7
71,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,9,6,0,0,7,3,0,9,0,1,2,1,2,1,3,6,1,0,0,17,6,6
72,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,8,4,0,0,26,3,0,22,1,0,0,0,0,10,4,6,4,1,0,15,1,27
73,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,151,70,9,18,95,20,0,33,11,0,19,6,6,17,80,67,18,4,0,58,21,176
74,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,3,0,0,2,14,12,1,22,0,6,0,4,12,5,0,12,2,1,3,9,14,17
75,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,18,46,62,134,83,0,0,19,22,0,0,29,3,11,20,6,5,1,10,40,20,105
76,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,24,1,7,2,24,16,0,48,0,1,0,0,3,10,6,21,3,0,0,43,1,43
77,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,4,1,2,1,17,0,0,17,0,0,3,0,0,4,1,5,2,0,0,37,0,2
78,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,7,21,27,106,2,0,32,4,0,0,43,1,32,3,2,3,1,12,29,21,78
79,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,6,1,3,3,6,4,0,12,1,2,3,1,14,4,4,11,0,0,1,15,2,13
80,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,13,8,9,12,12,2,0,21,1,0,0,5,0,9,7,7,8,1,1,15,2,30
81,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,15,7,1,0,21,13,1,38,1,11,5,2,9,4,10,16,14,4,20,3,44,19
82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,40,13,0,0,22,10,0,51,1,1,9,0,17,16,30,59,7,2,0,28,1,89
83,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,23,28,9,20,37,3,0,24,36,2,6,2,2,17,17,12,1,1,1,47,13,38
84,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,21,12,0,0,7,3,0,9,2,0,3,0,0,4,14,6,9,0,1,7,5,18
85,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,7,2,1,1,12,1,1,17,0,0,6,1,2,2,3,9,1,0,1,30,1,7
86,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,13,21,3,12,11,1,0,6,4,1,3,5,4,10,10,10,2,1,1,15,8,24
87,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,51,11,1,2,9,5,1,17,1,0,3,1,0,8,11,10,5,2,2,11,18,28
88,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,6,3,0,0,23,6,0,48,0,3,1,0,4,9,3,6,8,0,6,5,25,32
89,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,6,1,0,0,9,1,0,9,0,0,0,0,0,1,0,2,3,0,1,4,6,10
90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,63,25,6,10,86,28,0,72,5,5,8,4,18,24,21,66,12,4,2,72,11,140
91,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,5,3,0,0,37,3,0,13,1,0,1,1,2,10,0,1,6,1,6,3,14,21
92,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,100,92,64,110,164,15,0,97,40,1,22,54,10,72,63,72,16,4,18,149,58,205
93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,184,79,19,25,36,16,0,23,27,1,11,5,2,25,66,66,19,5,1,36,34,149
94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,3,1,1,2,4,0,0,2,0,0,17,1,0,0,5,4,0,0,0,0,8,13
95,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,39,14,1,1,38,15,0,40,0,1,1,1,3,14,12,31,9,1,1,26,5,67
96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,19,9,5,8,21,6,0,47,2,1,0,3,2,11,6,18,10,3,1,19,10,51
97,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,11,11,4,6,42,14,0,66,2,13,11,12,13,20,8,25,18,5,74,4,62,14
98,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,6,4,0,0,7,2,0,8,0,0,2,1,1,3,3,2,5,0,1,3,7,9
99,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,15,9,8,13,50,11,0,47,4,0,2,5,1,12,6,14,6,1,3,53,13,38
100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,62,33,0,1,11,6,0,24,2,1,2,1,4,14,24,14,14,3,2,9,18,47
101,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,99,42,0,5,23,4,0,19,5,0,4,0,1,12,34,33,8,1,1,18,19,68
102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,20,8,8,9,45,8,0,52,2,6,2,3,8,24,17,28,2,2,18,61,21,32
103,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,101,34,4,7,19,7,0,19,2,0,5,4,5,10,39,54,10,0,2,29,5,79
104,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,10,2,2,2,18,4,0,15,0,1,4,0,0,3,6,11,1,1,0,32,6,8
105,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,57,13,0,0,6,8,0,17,3,0,4,1,0,9,16,17,10,3,0,10,27,24
106,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,5,3,2,3,23,0,0,21,1,0,1,6,2,42,2,7,6,0,6,2,8,31
107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,14,6,2,3,19,12,1,56,2,8,6,9,7,17,9,27,15,4,28,4,66,23
108,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,11,7,2,2,14,1,1,8,0,0,4,4,1,3,7,7,2,1,1,9,11,16
109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,20,24,8,21,45,1,0,10,9,1,1,13,4,12,20,7,8,2,8,5,39,29
110,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,32,10,0,0,22,50,0,25,2,1,6,0,8,7,8,25,1,0,0,34,2,44
111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,12,5,3,3,37,8,2,45,1,1,0,1,5,23,4,17,4,1,0,20,0,72
112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,3,35,27,12,7,0,6,2,23,1,14,6,2,2,14,0,0,21,7,14,18
113,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,30,12,2,1,14,2,1,17,0,0,10,1,1,6,28,22,5,0,0,36,2,30
114,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2,22,42,71,33,0,0,22,13,0,1,27,2,11,8,1,1,1,12,15,35,36
115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,13,9,3,2,9,2,0,6,0,0,9,3,1,0,12,12,1,0,0,18,6,14
116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,27,15,2,8,26,9,0,23,18,1,11,0,2,4,15,18,5,1,0,34,16,36
117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,196,112,52,64,110,21,1,78,34,3,119,38,7,34,154,95,30,16,17,74,120,294
118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,118,65,5,5,88,13,0,55,10,3,3,2,3,47,49,42,26,2,7,41,45,131
119,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,9,14,32,58,56,0,0,10,8,1,7,11,4,10,10,7,1,2,5,47,12,41
120,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,19,6,1,1,14,14,0,36,1,0,5,1,2,2,7,15,7,1,2,9,30,22
121,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,35,24,5,6,18,2,0,9,5,1,16,2,1,4,51,11,5,1,2,6,27,37
122,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,52,19,1,0,8,9,0,13,2,0,2,1,0,6,18,17,7,1,0,14,13,30
123,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,140,60,6,15,190,61,0,255,6,14,40,4,29,71,47,146,41,26,30,84,143,351
124,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,5,1,0,2,3,3,0,18,0,1,0,0,0,2,1,6,2,0,0,5,1,17
125,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,54,13,0,0,10,12,0,21,1,1,3,0,1,7,13,21,11,4,3,15,23,30
126,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,17,5,0,0,15,5,0,27,1,2,0,2,2,25,3,4,3,0,3,6,14,28
127,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,67,38,4,6,32,19,1,68,5,3,9,0,8,22,41,68,20,3,1,64,26,83
